id,event_type,course_id,group_id,lecture_id,user_id,from_time,to_time,in_quiz,speed,volume,fullscreen,created_at,updated_at
31256574,2,4363,17002,53828,67642,83.358724044,,true,1.0,0.8,false,2020-01-06 14:59:53,2020-01-06 14:59:53
31256568,2,4363,17002,53828,67642,80.03427676,,true,1.0,0.8,false,2020-01-06 14:59:09,2020-01-06 14:59:09
31256558,2,4363,17002,53828,67642,76.975454066,,true,1.0,0.8,false,2020-01-06 14:58:39,2020-01-06 14:58:39
31256550,2,4363,17002,53828,67642,74.022305531,,true,1.0,0.8,false,2020-01-06 14:58:23,2020-01-06 14:58:23
31256522,2,4363,17002,53828,67642,71.23674572,,true,1.0,0.8,false,2020-01-06 14:57:19,2020-01-06 14:57:19
31256505,2,4363,17002,53828,67642,68.45333958,,true,1.0,0.8,false,2020-01-06 14:56:49,2020-01-06 14:56:49
31256460,2,4363,17002,53828,67642,65.665542984,,true,1.0,0.8,false,2020-01-06 14:54:46,2020-01-06 14:54:46
31256452,2,4363,17002,53828,67642,62.881833309,,true,1.0,0.8,false,2020-01-06 14:54:09,2020-01-06 14:54:09
31256447,2,4363,17002,53828,67642,60.09529952,,true,1.0,0.8,false,2020-01-06 14:53:44,2020-01-06 14:53:44
31256432,2,4363,17002,53828,67642,56.591948473,,true,1.0,0.8,false,2020-01-06 14:53:04,2020-01-06 14:53:04
31256414,2,4363,17002,53828,67642,54.058898082,,true,1.0,0.8,false,2020-01-06 14:52:04,2020-01-06 14:52:04
31256398,2,4363,17002,53828,67642,51.274106462,,true,1.0,0.8,false,2020-01-06 14:51:13,2020-01-06 14:51:13
31256385,2,4363,17002,53828,67642,48.462856572,,true,1.0,0.8,false,2020-01-06 14:50:20,2020-01-06 14:50:20
31256383,2,4363,17002,53828,67642,45.788276846,,true,1.0,0.8,false,2020-01-06 14:50:10,2020-01-06 14:50:10
31256366,2,4363,17002,53828,67642,43.016476964,,true,1.0,0.8,false,2020-01-06 14:49:20,2020-01-06 14:49:20
31256340,2,4363,17002,53828,67642,39.484576,,true,1.0,0.8,false,2020-01-06 14:48:30,2020-01-06 14:48:30
31256323,2,4363,17002,53828,67642,35.923925426,,true,1.0,0.8,false,2020-01-06 14:47:49,2020-01-06 14:47:49
31256321,2,4363,17002,53828,67642,33.194003327,,true,1.0,0.8,false,2020-01-06 14:47:42,2020-01-06 14:47:42
31256319,2,4363,17002,53828,67642,32.783543315,,false,1.0,0.8,false,2020-01-06 14:47:41,2020-01-06 14:47:41
31256317,2,4363,17002,53828,67642,33.17122,,true,1.0,0.8,false,2020-01-06 14:47:29,2020-01-06 14:47:29
31256311,2,4363,17002,53828,67642,33.17122,,true,1.0,0.8,false,2020-01-06 14:47:19,2020-01-06 14:47:19
31256284,2,4363,17002,53828,67642,30.148871868,,true,1.0,0.8,false,2020-01-06 14:46:16,2020-01-06 14:46:16
31256272,2,4363,17002,53828,67642,27.106155422,,true,1.0,0.8,false,2020-01-06 14:45:45,2020-01-06 14:45:45
31256268,2,4363,17002,53828,67642,24.668810863,,true,1.0,0.8,false,2020-01-06 14:45:26,2020-01-06 14:45:26
31256258,2,4363,17002,53828,67642,21.611429297,,true,1.0,0.8,false,2020-01-06 14:44:44,2020-01-06 14:44:44
31256251,2,4363,17002,53828,67642,18.194865929,,true,1.0,0.8,false,2020-01-06 14:44:32,2020-01-06 14:44:32
31256241,2,4363,17002,53828,67642,15.455588556,,true,1.0,0.8,false,2020-01-06 14:43:43,2020-01-06 14:43:43
31256233,2,4363,17002,53828,67642,11.435922183,,true,1.0,0.8,false,2020-01-06 14:43:12,2020-01-06 14:43:12
31255715,2,4363,17002,53828,67638,92.04474653,,true,1.0,0.0,false,2020-01-06 14:17:51,2020-01-06 14:17:51
31255707,2,4363,17002,53828,67638,88.851641302,,true,1.0,0.0,false,2020-01-06 14:17:26,2020-01-06 14:17:26
31255690,2,4363,17002,53828,67638,86.223966161,,true,1.0,0.0,false,2020-01-06 14:16:54,2020-01-06 14:16:54
31255672,2,4363,17002,53828,67638,83.359448381,,true,1.0,0.0,false,2020-01-06 14:16:38,2020-01-06 14:16:38
31255666,2,4363,17002,53828,67627,96.9,,false,1.0,0.8,false,2020-01-06 14:16:18,2020-01-06 14:16:18
31255648,2,4363,17002,53828,67635,96.8,,false,1.0,0.8,false,2020-01-06 14:14:56,2020-01-06 14:14:56
31255646,2,4363,17002,53828,67638,80.110988906,,true,1.0,0.0,false,2020-01-06 14:14:47,2020-01-06 14:14:47
31255637,2,4363,17002,53828,67627,94.757294,,true,1.0,0.8,false,2020-01-06 14:14:18,2020-01-06 14:14:18
31255550,2,4363,17002,53828,67635,94.770509,,true,1.0,0.8,false,2020-01-06 14:13:05,2020-01-06 14:13:05
31255533,2,4363,17002,53828,67638,76.823556331,,true,1.0,0.0,false,2020-01-06 14:12:51,2020-01-06 14:12:51
31255496,2,4363,17002,53828,67635,91.976079,,true,1.0,0.8,false,2020-01-06 14:11:55,2020-01-06 14:11:55
31255493,2,4363,17002,53828,67636,96.9,,false,1.0,0.0,false,2020-01-06 14:11:50,2020-01-06 14:11:50
31255492,2,4363,17002,53828,67638,73.995768688,,true,1.0,0.0,false,2020-01-06 14:11:49,2020-01-06 14:11:49
31255480,2,4363,17002,53828,67638,71.343955549,,true,1.0,0.0,false,2020-01-06 14:11:25,2020-01-06 14:11:25
31255466,2,4363,17002,53828,67627,92.117068,,true,1.0,0.8,false,2020-01-06 14:10:59,2020-01-06 14:10:59
31255455,2,4363,17002,53828,67634,96.9,,false,1.0,0.8,false,2020-01-06 14:10:32,2020-01-06 14:10:32
31255440,2,4363,17002,53828,67635,88.958303,,true,1.0,0.8,false,2020-01-06 14:10:15,2020-01-06 14:10:15
31255432,2,4363,17002,53828,67638,68.556144387,,true,1.0,0.0,false,2020-01-06 14:09:55,2020-01-06 14:09:55
31255419,2,4363,17002,53828,67638,67.14806589,,false,1.0,0.0,false,2020-01-06 14:09:33,2020-01-06 14:09:33
31255416,2,4363,17002,53828,67638,65.767248278,,true,1.0,0.0,false,2020-01-06 14:09:22,2020-01-06 14:09:22
31255415,2,4363,17002,53828,67627,88.896343,,true,1.0,0.8,false,2020-01-06 14:09:21,2020-01-06 14:09:21
31255400,2,4363,17002,53828,67635,86.137987,,true,1.0,0.8,false,2020-01-06 14:08:04,2020-01-06 14:08:04
31255398,2,4363,17002,53828,67621,96.8,,false,1.0,0.8,false,2020-01-06 14:07:59,2020-01-06 14:07:59
31255395,2,4363,17002,53828,67635,83.318162,,true,1.0,0.8,false,2020-01-06 14:07:37,2020-01-06 14:07:37
31255391,2,4363,17002,53828,67634,92.124033,,true,1.0,0.8,false,2020-01-06 14:07:13,2020-01-06 14:07:13
31255389,2,4363,17002,53828,67627,86.244507,,true,1.0,0.8,false,2020-01-06 14:07:04,2020-01-06 14:07:04
31255362,2,4363,17002,53828,67621,94.883079,,true,1.0,0.8,false,2020-01-06 14:06:24,2020-01-06 14:06:24
31255347,2,4363,17002,53828,67636,92.129363,,true,1.0,0.0,false,2020-01-06 14:06:00,2020-01-06 14:06:00
31255345,2,4363,17002,53828,67634,88.814578,,true,1.0,0.8,false,2020-01-06 14:05:59,2020-01-06 14:05:59
31255344,2,4363,17002,53828,67635,80.008085,,true,1.0,0.8,false,2020-01-06 14:05:58,2020-01-06 14:05:58
31255341,2,4363,17002,53828,67634,87.054964,,false,1.0,0.8,false,2020-01-06 14:05:56,2020-01-06 14:05:56
31255338,2,4363,17002,53828,67627,83.216336,,true,1.0,0.8,false,2020-01-06 14:05:50,2020-01-06 14:05:50
31255321,2,4363,17002,53828,67634,86.026403,,true,1.0,0.8,false,2020-01-06 14:05:08,2020-01-06 14:05:08
31255318,2,4363,17002,53828,67638,62.979361985,,true,1.0,0.0,false,2020-01-06 14:05:03,2020-01-06 14:05:03
31255302,2,4363,17002,53828,67634,83.19171,,true,1.0,0.8,false,2020-01-06 14:04:41,2020-01-06 14:04:41
31255301,2,4363,17002,53828,67627,80.169761,,true,1.0,0.8,false,2020-01-06 14:04:41,2020-01-06 14:04:41
31255286,2,4363,17002,53828,67635,76.956228,,true,1.0,0.8,false,2020-01-06 14:04:11,2020-01-06 14:04:11
31255266,2,4363,17002,53828,67636,88.959998,,true,1.0,0.0,false,2020-01-06 14:03:25,2020-01-06 14:03:25
31255258,2,4363,17002,53828,67627,76.995476,,true,1.0,0.8,false,2020-01-06 14:02:58,2020-01-06 14:02:58
31255250,2,4363,17002,53828,67634,80.18713,,true,1.0,0.8,false,2020-01-06 14:02:34,2020-01-06 14:02:34
31255245,2,4363,17002,53828,67638,60.203460424,,true,1.0,0.0,false,2020-01-06 14:02:17,2020-01-06 14:02:17
31255243,2,4363,17002,53828,67627,74.00695,,true,1.0,0.8,false,2020-01-06 14:02:13,2020-01-06 14:02:13
31255241,2,4363,17002,53828,67636,86.130656,,true,1.0,0.0,false,2020-01-06 14:02:09,2020-01-06 14:02:09
31255236,2,4363,17002,53828,67636,83.206666,,true,1.0,0.0,false,2020-01-06 14:01:58,2020-01-06 14:01:58
31255234,2,4363,17002,53828,67634,76.827992,,true,1.0,0.8,false,2020-01-06 14:01:57,2020-01-06 14:01:57
31255230,2,4363,17002,53828,67636,80.070086,,true,1.0,0.0,false,2020-01-06 14:01:55,2020-01-06 14:01:55
31255223,2,4363,17002,53828,67636,76.846619,,false,1.0,0.0,false,2020-01-06 14:01:42,2020-01-06 14:01:42
31255218,2,4363,17002,53828,67636,65.617446,,true,1.0,0.0,false,2020-01-06 14:01:40,2020-01-06 14:01:40
31255215,2,4363,17002,53828,67626,96.9,,false,1.0,0.8,false,2020-01-06 14:01:38,2020-01-06 14:01:38
31255210,2,4363,17002,53828,67626,94.759245,,true,1.0,0.8,false,2020-01-06 14:01:35,2020-01-06 14:01:35
31255207,2,4363,17002,53828,67626,92.031728,,true,1.0,0.8,false,2020-01-06 14:01:31,2020-01-06 14:01:31
31255205,2,4363,17002,53828,67636,83.206666,,true,1.0,0.0,false,2020-01-06 14:01:29,2020-01-06 14:01:29
31255201,2,4363,17002,53828,67626,88.848381,,true,1.0,0.8,false,2020-01-06 14:01:25,2020-01-06 14:01:25
31255199,2,4363,17002,53828,67636,80.070086,,true,1.0,0.0,false,2020-01-06 14:01:23,2020-01-06 14:01:23
31255193,2,4363,17002,53828,67635,73.915205,,true,1.0,0.8,false,2020-01-06 14:01:14,2020-01-06 14:01:14
31255185,2,4363,17002,53828,67626,83.206666,,true,1.0,0.8,false,2020-01-06 14:01:07,2020-01-06 14:01:07
31255184,2,4363,17002,53828,67636,76.846619,,true,1.0,0.0,false,2020-01-06 14:01:06,2020-01-06 14:01:06
31255176,2,4363,17002,53828,67626,80.070086,,true,1.0,0.8,false,2020-01-06 14:01:01,2020-01-06 14:01:01
31255172,2,4363,17002,53828,67626,76.846619,,true,1.0,0.8,false,2020-01-06 14:00:51,2020-01-06 14:00:51
31255168,2,4363,17002,53828,67627,71.366724,,true,1.0,0.8,false,2020-01-06 14:00:46,2020-01-06 14:00:46
31255165,2,4363,17002,53828,67626,73.981937,,true,1.0,0.8,false,2020-01-06 14:00:45,2020-01-06 14:00:45
31255160,2,4363,17002,53828,67626,71.279603,,true,1.0,0.8,false,2020-01-06 14:00:40,2020-01-06 14:00:40
31255157,2,4363,17002,53828,67634,74.085158,,true,1.0,0.8,false,2020-01-06 14:00:34,2020-01-06 14:00:34
31255155,2,4363,17002,53828,67636,83.309911,,true,1.0,0.0,false,2020-01-06 14:00:28,2020-01-06 14:00:28
31255152,2,4363,17002,53828,67626,68.549325,,true,1.0,0.8,false,2020-01-06 14:00:15,2020-01-06 14:00:15
31255148,2,4363,17002,53828,67626,65.617446,,true,1.0,0.8,false,2020-01-06 13:59:59,2020-01-06 13:59:59
31255143,2,4363,17002,53828,67638,56.62109336,,true,1.0,0.0,false,2020-01-06 13:59:55,2020-01-06 13:59:55
31255135,2,4363,17002,53828,67622,96.8,,false,1.0,0.8,false,2020-01-06 13:59:49,2020-01-06 13:59:49
31255128,2,4363,17002,53828,67634,71.289671,,true,1.0,0.8,false,2020-01-06 13:59:42,2020-01-06 13:59:42
31255123,2,4363,17002,53828,67638,53.9333862,,true,1.0,0.0,false,2020-01-06 13:59:16,2020-01-06 13:59:16
31255121,2,4363,17002,53828,67622,94.689542,,true,1.0,0.8,false,2020-01-06 13:59:06,2020-01-06 13:59:06
31255117,2,4363,17002,53828,67636,80.000796,,true,1.0,0.0,false,2020-01-06 13:59:00,2020-01-06 13:59:00
31255115,2,4363,17002,53828,67635,71.359821,,true,1.0,0.8,false,2020-01-06 13:58:52,2020-01-06 13:58:52
31255114,2,4363,17002,53828,67638,51.236008389,,true,1.0,0.0,false,2020-01-06 13:58:49,2020-01-06 13:58:49
31255110,2,4363,17002,53828,67638,48.543385922,,true,1.0,0.0,false,2020-01-06 13:58:38,2020-01-06 13:58:38
31255104,2,4363,17002,53828,67626,62.918392,,true,1.0,0.8,false,2020-01-06 13:58:19,2020-01-06 13:58:19
31255102,2,4363,17002,53828,67634,68.520465,,true,1.0,0.8,false,2020-01-06 13:58:15,2020-01-06 13:58:15
31255092,2,4363,17002,53828,67626,60.101734,,true,1.0,0.8,false,2020-01-06 13:57:58,2020-01-06 13:57:58
31255091,2,4363,17002,53828,67638,45.909378978,,true,1.0,0.0,false,2020-01-06 13:57:58,2020-01-06 13:57:58
31255087,2,4363,17002,53828,67634,65.70652,,true,1.0,0.8,false,2020-01-06 13:57:55,2020-01-06 13:57:55
31255082,2,4363,17002,53828,67636,76.861363,,true,1.0,0.0,false,2020-01-06 13:57:48,2020-01-06 13:57:48
31255081,2,4363,17002,53828,67622,92.006796,,true,1.0,0.8,false,2020-01-06 13:57:46,2020-01-06 13:57:46
31255075,2,4363,17002,53828,67638,43.029225282,,true,1.0,0.0,false,2020-01-06 13:57:35,2020-01-06 13:57:35
31255068,2,4363,17002,53828,67626,56.530655,,true,1.0,0.8,false,2020-01-06 13:57:28,2020-01-06 13:57:28
31255059,2,4363,17002,53828,67617,96.8,,false,1.0,0.8,false,2020-01-06 13:57:03,2020-01-06 13:57:03
31255057,2,4363,17002,53828,67621,92.054871,,true,1.0,0.8,false,2020-01-06 13:57:01,2020-01-06 13:57:01
31255056,2,4363,17002,53828,67623,96.8,,false,1.0,0.8,false,2020-01-06 13:57:00,2020-01-06 13:57:00
31255050,2,4363,17002,53828,67627,68.668448,,true,1.0,0.8,false,2020-01-06 13:56:53,2020-01-06 13:56:53
31255049,2,4363,17002,53828,67638,39.516831149,,true,1.0,0.0,false,2020-01-06 13:56:50,2020-01-06 13:56:50
31255042,2,4363,17002,53828,67636,74.043858,,true,1.0,0.0,false,2020-01-06 13:56:33,2020-01-06 13:56:33
31255041,2,4363,17002,53828,67634,62.866679,,true,1.0,0.8,false,2020-01-06 13:56:32,2020-01-06 13:56:32
31255038,2,4363,17002,53828,67626,54.03092,,true,1.0,0.8,false,2020-01-06 13:56:30,2020-01-06 13:56:30
31255026,2,4363,17002,53828,67617,94.682223,,true,1.0,0.8,false,2020-01-06 13:56:14,2020-01-06 13:56:14
31255022,2,4363,17002,53828,67638,35.858350258,,true,1.0,0.0,false,2020-01-06 13:56:10,2020-01-06 13:56:10
31255020,2,4363,17002,53828,67626,51.302291,,true,1.0,0.8,false,2020-01-06 13:56:08,2020-01-06 13:56:08
31255012,2,4363,17002,53828,67621,88.943828,,true,1.0,0.8,false,2020-01-06 13:55:51,2020-01-06 13:55:51
31255009,2,4363,17002,53828,67626,48.503417,,true,1.0,0.8,false,2020-01-06 13:55:49,2020-01-06 13:55:49
31255008,2,4363,17002,53828,67622,88.795695,,true,1.0,0.8,false,2020-01-06 13:55:48,2020-01-06 13:55:48
31254917,2,4363,17002,53828,67626,35.928584,,true,1.0,0.8,false,2020-01-06 13:53:37,2020-01-06 13:53:37
31254915,2,4363,17002,53828,67638,30.258821447,,true,1.0,0.0,false,2020-01-06 13:53:34,2020-01-06 13:53:34
31254907,2,4363,17002,53828,67626,33.17122,,true,1.0,0.8,false,2020-01-06 13:53:23,2020-01-06 13:53:23
31254903,2,4363,17002,53828,67621,88.913684,,true,1.0,0.8,false,2020-01-06 13:53:16,2020-01-06 13:53:16
31254902,2,4363,17002,53828,67627,60.16727,,true,1.0,0.8,false,2020-01-06 13:53:14,2020-01-06 13:53:14
31254897,2,4363,17002,53828,67621,86.087743,,true,1.0,0.8,false,2020-01-06 13:53:04,2020-01-06 13:53:04
31254894,2,4363,17002,53828,67626,30.225259,,true,1.0,0.8,false,2020-01-06 13:53:01,2020-01-06 13:53:01
31254888,2,4363,17002,53828,67621,83.258945,,true,1.0,0.8,false,2020-01-06 13:52:42,2020-01-06 13:52:42
31254881,2,4363,17002,53828,67622,80.048719,,true,1.0,0.8,false,2020-01-06 13:52:29,2020-01-06 13:52:29
31255426,2,4363,17002,53828,67636,94.686982,,true,1.0,0.0,false,2020-01-06 14:09:47,2020-01-06 14:09:47
31255423,2,4363,17002,53828,67634,94.683057,,true,1.0,0.8,false,2020-01-06 14:09:39,2020-01-06 14:09:39
31255422,2,4363,17002,53828,67635,86.138005,,true,1.0,0.8,false,2020-01-06 14:09:37,2020-01-06 14:09:37
31254871,2,4363,17002,53828,67635,63.012616,,true,1.0,0.8,false,2020-01-06 13:52:25,2020-01-06 13:52:25
31254868,2,4363,17002,53828,67621,83.258945,,true,1.0,0.8,false,2020-01-06 13:52:15,2020-01-06 13:52:15
31254860,2,4363,17002,53828,67638,27.252010323,,true,1.0,0.0,false,2020-01-06 13:52:02,2020-01-06 13:52:02
31254858,2,4363,17002,53828,67617,88.93872,,true,1.0,0.8,false,2020-01-06 13:51:56,2020-01-06 13:51:56
31254855,2,4363,17002,53828,67635,60.242447,,true,1.0,0.8,false,2020-01-06 13:51:51,2020-01-06 13:51:51
31254853,2,4363,17002,53828,67636,68.705333,,true,1.0,0.0,false,2020-01-06 13:51:47,2020-01-06 13:51:47
31254847,2,4363,17002,53828,67627,56.505366,,true,1.0,0.8,false,2020-01-06 13:51:41,2020-01-06 13:51:41
31254835,2,4363,17002,53828,67626,27.181152,,true,1.0,0.8,false,2020-01-06 13:51:15,2020-01-06 13:51:15
31254834,2,4363,17002,53828,67636,65.71098,,true,1.0,0.0,false,2020-01-06 13:51:15,2020-01-06 13:51:15
31254826,2,4363,17002,53828,67621,80.146428,,true,1.0,0.8,false,2020-01-06 13:51:01,2020-01-06 13:51:01
31254824,2,4363,17002,53828,67635,56.445687,,true,1.0,0.8,false,2020-01-06 13:50:59,2020-01-06 13:50:59
31254814,2,4363,17002,53828,67636,62.928962,,true,1.0,0.0,false,2020-01-06 13:50:44,2020-01-06 13:50:44
31254813,2,4363,17002,53828,67626,24.722357,,true,1.0,0.8,false,2020-01-06 13:50:44,2020-01-06 13:50:44
31254810,2,4363,17002,53828,67634,56.562032,,true,1.0,0.8,false,2020-01-06 13:50:32,2020-01-06 13:50:32
31254809,2,4363,17002,53828,67638,24.75311697,,true,1.0,0.0,false,2020-01-06 13:50:29,2020-01-06 13:50:29
31254803,2,4363,17002,53828,67626,21.533901,,true,1.0,0.8,false,2020-01-06 13:50:21,2020-01-06 13:50:21
31254800,2,4363,17002,53828,67617,83.206666,,true,1.0,0.8,false,2020-01-06 13:50:16,2020-01-06 13:50:16
31254795,2,4363,17002,53828,67626,18.263952,,true,1.0,0.8,false,2020-01-06 13:50:01,2020-01-06 13:50:01
31254788,2,4363,17002,53828,67636,60.202364,,true,1.0,0.0,false,2020-01-06 13:49:51,2020-01-06 13:49:51
31254772,2,4363,17002,53828,67622,76.788071,,true,1.0,0.8,false,2020-01-06 13:49:32,2020-01-06 13:49:32
31254763,2,4363,17002,53828,67626,96.9,,false,1.0,0.8,false,2020-01-06 13:48:56,2020-01-06 13:48:56
31254759,2,4363,17002,53828,67621,76.754524,,true,1.0,0.8,false,2020-01-06 13:48:53,2020-01-06 13:48:53
31254755,2,4363,17002,53828,67617,86.177752,,true,1.0,0.8,false,2020-01-06 13:48:46,2020-01-06 13:48:46
31254753,2,4363,17002,53828,67623,92.140264,,true,1.0,0.8,false,2020-01-06 13:48:37,2020-01-06 13:48:37
31254752,2,4363,17002,53828,67638,21.499254431,,true,1.0,0.0,false,2020-01-06 13:48:34,2020-01-06 13:48:34
31254751,2,4363,17002,53828,67631,96.8,,false,1.0,0.8,false,2020-01-06 13:48:34,2020-01-06 13:48:34
31254749,2,4363,17002,53828,67617,83.125177,,true,1.0,0.8,false,2020-01-06 13:48:34,2020-01-06 13:48:34
31254748,2,4363,17002,53828,67627,54.143779,,true,1.0,0.8,false,2020-01-06 13:48:34,2020-01-06 13:48:34
31254738,2,4363,17002,53828,67617,80.205491,,true,1.0,0.8,false,2020-01-06 13:48:28,2020-01-06 13:48:28
31254721,2,4363,17002,53828,67635,54.113436,,true,1.0,0.8,false,2020-01-06 13:48:04,2020-01-06 13:48:04
31254719,2,4363,17002,53828,67627,51.457113,,true,1.0,0.8,false,2020-01-06 13:48:03,2020-01-06 13:48:03
31254706,2,4363,17002,53828,67626,94.881187,,true,1.0,0.8,false,2020-01-06 13:47:49,2020-01-06 13:47:49
31254703,2,4363,17002,53828,67622,74.092287,,true,1.0,0.8,false,2020-01-06 13:47:48,2020-01-06 13:47:48
31254702,2,4363,17002,53828,67638,18.215786703,,true,1.0,0.0,false,2020-01-06 13:47:46,2020-01-06 13:47:46
31254697,2,4363,17002,53828,67623,88.97424,,true,1.0,0.8,false,2020-01-06 13:47:42,2020-01-06 13:47:42
31254687,2,4363,17002,53828,67635,51.289846,,true,1.0,0.8,false,2020-01-06 13:47:14,2020-01-06 13:47:14
31254677,2,4363,17002,53828,67617,80.064722,,true,1.0,0.8,false,2020-01-06 13:46:49,2020-01-06 13:46:49
31254676,2,4363,17002,53828,67622,71.355763,,true,1.0,0.8,false,2020-01-06 13:46:47,2020-01-06 13:46:47
31254672,2,4363,17002,53828,67638,15.431400337,,true,1.0,0.0,false,2020-01-06 13:46:42,2020-01-06 13:46:42
31254667,2,4363,17002,53828,67626,92.110008,,true,1.0,0.8,false,2020-01-06 13:46:30,2020-01-06 13:46:30
31254666,2,4363,17002,53828,67634,54.153008,,true,1.0,0.8,false,2020-01-06 13:46:28,2020-01-06 13:46:28
31254660,2,4363,17002,53828,67638,11.484356504,,true,1.0,0.0,false,2020-01-06 13:46:25,2020-01-06 13:46:25
31254659,2,4363,17002,53828,67627,48.503417,,true,1.0,0.8,false,2020-01-06 13:46:24,2020-01-06 13:46:24
31254645,2,4363,17002,53828,67638,2.757714166,,false,1.0,0.0,false,2020-01-06 13:46:10,2020-01-06 13:46:10
31254640,2,4363,17002,53828,67638,1.875445929,,false,1.0,0.0,false,2020-01-06 13:46:09,2020-01-06 13:46:09
31254638,2,4363,17002,53828,67617,76.824338,,true,1.0,0.8,false,2020-01-06 13:46:03,2020-01-06 13:46:03
31254637,2,4363,17002,53828,67622,68.611419,,true,1.0,0.8,false,2020-01-06 13:46:02,2020-01-06 13:46:02
31254628,2,4363,17002,53828,67621,73.923391,,true,1.0,0.8,false,2020-01-06 13:45:45,2020-01-06 13:45:45
31254624,2,4363,17002,53828,67627,45.947355,,true,1.0,0.8,false,2020-01-06 13:45:38,2020-01-06 13:45:38
31254620,2,4363,17002,53828,67617,74.069254,,true,1.0,0.8,false,2020-01-06 13:45:25,2020-01-06 13:45:25
31254617,2,4363,17002,53828,67636,56.593067,,true,1.0,0.0,false,2020-01-06 13:45:22,2020-01-06 13:45:22
31254612,2,4363,17002,53828,67634,51.342918,,true,1.0,0.8,false,2020-01-06 13:45:15,2020-01-06 13:45:15
31254608,2,4363,17002,53828,67623,86.052837,,true,1.0,0.8,false,2020-01-06 13:45:02,2020-01-06 13:45:02
31254599,2,4363,17002,53828,67635,48.469777,,true,1.0,0.8,false,2020-01-06 13:44:46,2020-01-06 13:44:46
31254598,2,4363,17002,53828,67623,83.280543,,true,1.0,0.8,false,2020-01-06 13:44:46,2020-01-06 13:44:46
31254589,2,4363,17002,53828,67636,54.104224,,true,1.0,0.0,false,2020-01-06 13:44:40,2020-01-06 13:44:40
31254580,2,4363,17002,53828,67623,80.016654,,true,1.0,0.8,false,2020-01-06 13:44:29,2020-01-06 13:44:29
31254577,2,4363,17002,53828,67635,45.893971,,true,1.0,0.8,false,2020-01-06 13:44:20,2020-01-06 13:44:20
31254570,2,4363,17002,53828,67634,48.503417,,true,1.0,0.8,false,2020-01-06 13:44:08,2020-01-06 13:44:08
31254563,2,4363,17002,53828,67626,88.994612,,true,1.0,0.8,false,2020-01-06 13:43:57,2020-01-06 13:43:57
31254556,2,4363,17002,53828,67622,65.648787,,true,1.0,0.8,false,2020-01-06 13:43:47,2020-01-06 13:43:47
31254550,2,4363,17002,53828,67621,71.373187,,true,1.0,0.8,false,2020-01-06 13:43:38,2020-01-06 13:43:38
